,Tweets,Tweets_token,rating_description_str,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized,tokenized
64,#USER# #USER# What a terrible terrible demonstration of lunacy from ignorant people! America is no longer land of the free and home of the brave! It’s in total anarchy! Trump did this! #HASHTAG#,"['#USER#', '#USER#', 'What', 'a', 'terrible', 'terrible', 'demonstration', 'of', 'lunacy', 'from', 'ignorant', 'people!', 'America', 'is', 'no', 'longer', 'land', 'of', 'the', 'free', 'and', 'home', 'of', 'the', 'brave!', 'It is', 'in', 'total', 'anarchy!', 'Trump', 'did', 'this!', '#HASHTAG#']",#USER# #USER# What a terrible terrible demonstration of lunacy from ignorant people! America is no longer land of the free and home of the brave! It is in total anarchy! Trump did this! #HASHTAG#,"['#', 'user', '#', '#', 'user', '#', 'what', 'a', 'terrible', 'terrible', 'demonstration', 'of', 'lunacy', 'from', 'ignorant', 'people', '!', 'america', 'is', 'no', 'longer', 'land', 'of', 'the', 'free', 'and', 'home', 'of', 'the', 'brave', '!', 'it', 'is', 'in', 'total', 'anarchy', '!', 'trump', 'did', 'this', '!', '#', 'hashtag', '#']","['user', 'user', 'what', 'a', 'terrible', 'terrible', 'demonstration', 'of', 'lunacy', 'from', 'ignorant', 'people', 'america', 'is', 'no', 'longer', 'land', 'of', 'the', 'free', 'and', 'home', 'of', 'the', 'brave', 'it', 'is', 'in', 'total', 'anarchy', 'trump', 'did', 'this', 'hashtag']","['what', 'terrible', 'terrible', 'demonstration', 'lunacy', 'from', 'ignorant', 'people', 'america', 'no', 'longer', 'land', 'free', 'and', 'home', 'brave', 'in', 'total', 'anarchy', 'trump', 'did', 'this', 'hashtag']","[('what', 'WP'), ('terrible', 'JJ'), ('terrible', 'JJ'), ('demonstration', 'NN'), ('lunacy', 'NN'), ('from', 'IN'), ('ignorant', 'JJ'), ('people', 'NNS'), ('america', 'VBP'), ('no', 'RB'), ('longer', 'JJR'), ('land', 'VB'), ('free', 'JJ'), ('and', 'CC'), ('home', 'NN'), ('brave', 'NN'), ('in', 'IN'), ('total', 'JJ'), ('anarchy', 'JJ'), ('trump', 'NN'), ('did', 'VBD'), ('this', 'DT'), ('hashtag', 'NN')]","[('what', 'n'), ('terrible', 'a'), ('terrible', 'a'), ('demonstration', 'n'), ('lunacy', 'n'), ('from', 'n'), ('ignorant', 'a'), ('people', 'n'), ('america', 'v'), ('no', 'r'), ('longer', 'a'), ('land', 'v'), ('free', 'a'), ('and', 'n'), ('home', 'n'), ('brave', 'n'), ('in', 'n'), ('total', 'a'), ('anarchy', 'a'), ('trump', 'n'), ('did', 'v'), ('this', 'n'), ('hashtag', 'n')]","['what', 'terrible', 'terrible', 'demonstration', 'lunacy', 'from', 'ignorant', 'people', 'america', 'no', 'long', 'land', 'free', 'and', 'home', 'brave', 'in', 'total', 'anarchy', 'trump', 'do', 'this', 'hashtag']","['#', 'USER', '#', '#', 'USER', '#', 'What', 'a', 'terrible', 'terrible', 'demonstration', 'of', 'lunacy', 'from', 'ignorant', 'people', '!', 'America', 'is', 'no', 'longer', 'land', 'of', 'the', 'free', 'and', 'home', 'of', 'the', 'brave', '!', 'It', 'is', 'in', 'total', 'anarchy', '!', 'Trump', 'did', 'this', '!', '#', 'HASHTAG', '#']"
65,"No more deals, rules are off the table just as trump does. Arrest him!! #URL#","['No', 'more', 'deals,', 'rules', 'are', 'off', 'the', 'table', 'just', 'as', 'trump', 'does.', 'Arrest', 'him!!', '#URL#']","No more deals, rules are off the table just as trump does. Arrest him!! #URL#","['no', 'more', 'deals', ',', 'rules', 'are', 'off', 'the', 'table', 'just', 'as', 'trump', 'does', '.', 'arrest', 'him', '!', '!', '#', 'url', '#']","['no', 'more', 'deals', 'rules', 'are', 'off', 'the', 'table', 'just', 'as', 'trump', 'does', 'arrest', 'him', 'url']","['no', 'more', 'deals', 'rules', 'are', 'off', 'table', 'just', 'as', 'trump', 'does', 'arrest', 'him']","[('no', 'DT'), ('more', 'RBR'), ('deals', 'NNS'), ('rules', 'NNS'), ('are', 'VBP'), ('off', 'IN'), ('table', 'JJ'), ('just', 'RB'), ('as', 'IN'), ('trump', 'NN'), ('does', 'VBZ'), ('arrest', 'VB'), ('him', 'PRP')]","[('no', 'n'), ('more', 'r'), ('deals', 'n'), ('rules', 'n'), ('are', 'v'), ('off', 'n'), ('table', 'a'), ('just', 'r'), ('as', 'n'), ('trump', 'n'), ('does', 'v'), ('arrest', 'v'), ('him', 'n')]","['no', 'more', 'deal', 'rule', 'be', 'off', 'table', 'just', 'a', 'trump', 'do', 'arrest', 'him']","['No', 'more', 'deals', ',', 'rules', 'are', 'off', 'the', 'table', 'just', 'as', 'trump', 'does', '.', 'Arrest', 'him', '!', '!', '#', 'URL', '#']"
66,#USER# #USER# Looks like gun ownership should be revised NOW!,"['#USER#', '#USER#', 'Looks', 'like', 'gun', 'ownership', 'should', 'be', 'revised', 'NOW!']",#USER# #USER# Looks like gun ownership should be revised NOW!,"['#', 'user', '#', '#', 'user', '#', 'looks', 'like', 'gun', 'ownership', 'should', 'be', 'revised', 'now', '!']","['user', 'user', 'looks', 'like', 'gun', 'ownership', 'should', 'be', 'revised', 'now']","['looks', 'like', 'gun', 'ownership', 'should', 'be', 'revised', 'now']","[('looks', 'NNS'), ('like', 'IN'), ('gun', 'JJ'), ('ownership', 'NN'), ('should', 'MD'), ('be', 'VB'), ('revised', 'VBN'), ('now', 'RB')]","[('looks', 'n'), ('like', 'n'), ('gun', 'a'), ('ownership', 'n'), ('should', 'n'), ('be', 'v'), ('revised', 'v'), ('now', 'r')]","['look', 'like', 'gun', 'ownership', 'should', 'be', 'revise', 'now']","['#', 'USER', '#', '#', 'USER', '#', 'Looks', 'like', 'gun', 'ownership', 'should', 'be', 'revised', 'NOW', '!']"
67,"Duh....yeah....over 22,000 lies!!! Where have you lived in the past 4years? #URL#","['Duh....yeah....over', '22,000', 'lies!!!', 'Where', 'have', 'you', 'lived', 'in', 'the', 'past', '4years?', '#URL#']","Duh....yeah....over 22,000 lies!!! Where have you lived in the past 4years? #URL#","['duh', '...', '.yeah', '...', '.over', '22,000', 'lies', '!', '!', '!', 'where', 'have', 'you', 'lived', 'in', 'the', 'past', '4years', '?', '#', 'url', '#']","['duh', '...', '.yeah', '...', '.over', '22,000', 'lies', 'where', 'have', 'you', 'lived', 'in', 'the', 'past', '4years', 'url']","['duh', '...', '.yeah', '...', '.over', '22,000', 'lies', 'where', 'you', 'lived', 'in', 'past', '4years']","[('duh', 'NN'), ('...', ':'), ('.yeah', 'NN'), ('...', ':'), ('.over', 'RB'), ('22,000', 'CD'), ('lies', 'NNS'), ('where', 'WRB'), ('you', 'PRP'), ('lived', 'VBD'), ('in', 'IN'), ('past', 'JJ'), ('4years', 'NNS')]","[('duh', 'n'), ('...', 'n'), ('.yeah', 'n'), ('...', 'n'), ('.over', 'r'), ('22,000', 'n'), ('lies', 'n'), ('where', 'n'), ('you', 'n'), ('lived', 'v'), ('in', 'n'), ('past', 'a'), ('4years', 'n')]","['duh', '...', '.yeah', '...', '.over', '22,000', 'lie', 'where', 'you', 'live', 'in', 'past', '4years']","['Duh', '...', '.yeah', '...', '.over', '22,000', 'lies', '!', '!', '!', 'Where', 'have', 'you', 'lived', 'in', 'the', 'past', '4years', '?', '#', 'URL', '#']"
68,He throws sh*t and hopes whatever sticks is good to go. #HASHTAG# #URL#,"['He', 'throws', 'sh*t', 'and', 'hopes', 'whatever', 'sticks', 'is', 'good', 'to', 'go.', '#HASHTAG#', '#URL#']",He throws sh*t and hopes whatever sticks is good to go. #HASHTAG# #URL#,"['he', 'throws', 'sh*t', 'and', 'hopes', 'whatever', 'sticks', 'is', 'good', 'to', 'go', '.', '#', 'hashtag', '#', '#', 'url', '#']","['he', 'throws', 'sh*t', 'and', 'hopes', 'whatever', 'sticks', 'is', 'good', 'to', 'go', 'hashtag', 'url']","['he', 'throws', 'sh*t', 'and', 'hopes', 'whatever', 'sticks', 'good', 'to', 'go', 'hashtag']","[('he', 'PRP'), ('throws', 'VBZ'), ('sh*t', 'NN'), ('and', 'CC'), ('hopes', 'VBZ'), ('whatever', 'WDT'), ('sticks', 'NNS'), ('good', 'JJ'), ('to', 'TO'), ('go', 'VB'), ('hashtag', 'NN')]","[('he', 'n'), ('throws', 'v'), ('sh*t', 'n'), ('and', 'n'), ('hopes', 'v'), ('whatever', 'n'), ('sticks', 'n'), ('good', 'a'), ('to', 'n'), ('go', 'v'), ('hashtag', 'n')]","['he', 'throw', 'sh*t', 'and', 'hop', 'whatever', 'stick', 'good', 'to', 'go', 'hashtag']","['He', 'throws', 'sh*t', 'and', 'hopes', 'whatever', 'sticks', 'is', 'good', 'to', 'go', '.', '#', 'HASHTAG', '#', '#', 'URL', '#']"
69,What an awful disgusting shell of human form! Despicable and deplorable! #URL#,"['What', 'an', 'awful', 'disgusting', 'she will', 'of', 'human', 'form!', 'Despicable', 'and', 'deplorable!', '#URL#']",What an awful disgusting she will of human form! Despicable and deplorable! #URL#,"['what', 'an', 'awful', 'disgusting', 'she', 'will', 'of', 'human', 'form', '!', 'despicable', 'and', 'deplorable', '!', '#', 'url', '#']","['what', 'an', 'awful', 'disgusting', 'she', 'will', 'of', 'human', 'form', 'despicable', 'and', 'deplorable', 'url']","['what', 'awful', 'disgusting', 'she', 'will', 'human', 'form', 'despicable', 'and', 'deplorable']","[('what', 'WP'), ('awful', 'JJ'), ('disgusting', 'VBG'), ('she', 'PRP'), ('will', 'MD'), ('human', 'VB'), ('form', 'NN'), ('despicable', 'JJ'), ('and', 'CC'), ('deplorable', 'JJ')]","[('what', 'n'), ('awful', 'a'), ('disgusting', 'v'), ('she', 'n'), ('will', 'n'), ('human', 'v'), ('form', 'n'), ('despicable', 'a'), ('and', 'n'), ('deplorable', 'a')]","['what', 'awful', 'disgust', 'she', 'will', 'human', 'form', 'despicable', 'and', 'deplorable']","['What', 'an', 'awful', 'disgusting', 'she', 'will', 'of', 'human', 'form', '!', 'Despicable', 'and', 'deplorable', '!', '#', 'URL', '#']"
70,#USER# You gotta laugh at this clueless corrupt narcissist! #URL#,"['#USER#', 'You', 'got to', 'laugh', 'at', 'this', 'clueless', 'corrupt', 'narcissist!', '#URL#']",#USER# You got to laugh at this clueless corrupt narcissist! #URL#,"['#', 'user', '#', 'you', 'got', 'to', 'laugh', 'at', 'this', 'clueless', 'corrupt', 'narcissist', '!', '#', 'url', '#']","['user', 'you', 'got', 'to', 'laugh', 'at', 'this', 'clueless', 'corrupt', 'narcissist', 'url']","['you', 'got', 'to', 'laugh', 'at', 'this', 'clueless', 'corrupt', 'narcissist']","[('you', 'PRP'), ('got', 'VBD'), ('to', 'TO'), ('laugh', 'VB'), ('at', 'IN'), ('this', 'DT'), ('clueless', 'NN'), ('corrupt', 'JJ'), ('narcissist', 'NN')]","[('you', 'n'), ('got', 'v'), ('to', 'n'), ('laugh', 'v'), ('at', 'n'), ('this', 'n'), ('clueless', 'n'), ('corrupt', 'a'), ('narcissist', 'n')]","['you', 'get', 'to', 'laugh', 'at', 'this', 'clueless', 'corrupt', 'narcissist']","['#', 'USER', '#', 'You', 'got', 'to', 'laugh', 'at', 'this', 'clueless', 'corrupt', 'narcissist', '!', '#', 'URL', '#']"
71,"#USER# Don the Con has his followers so confused and imbibed with his koolaid, they have lost any mental awareness of reality. So they can’t possibly understand what Adam Schiff is saying!","['#USER#', 'Don', 'the', 'Con', 'has', 'his', 'followers', 'so', 'confused', 'and', 'imbibed', 'with', 'his', 'koolaid,', 'they', 'have', 'lost', 'any', 'mental', 'awareness', 'of', 'reality.', 'So', 'they', 'cannot', 'possibly', 'understand', 'what', 'Adam', 'Schiff', 'is', 'saying!']","#USER# Don the Con has his followers so confused and imbibed with his koolaid, they have lost any mental awareness of reality. So they cannot possibly understand what Adam Schiff is saying!","['#', 'user', '#', 'don', 'the', 'con', 'has', 'his', 'followers', 'so', 'confused', 'and', 'imbibed', 'with', 'his', 'koolaid', ',', 'they', 'have', 'lost', 'any', 'mental', 'awareness', 'of', 'reality', '.', 'so', 'they', 'can', 'not', 'possibly', 'understand', 'what', 'adam', 'schiff', 'is', 'saying', '!']","['user', 'don', 'the', 'con', 'has', 'his', 'followers', 'so', 'confused', 'and', 'imbibed', 'with', 'his', 'koolaid', 'they', 'have', 'lost', 'any', 'mental', 'awareness', 'of', 'reality', 'so', 'they', 'can', 'not', 'possibly', 'understand', 'what', 'adam', 'schiff', 'is', 'saying']","['don', 'con', 'his', 'followers', 'so', 'confused', 'and', 'imbibed', 'with', 'his', 'koolaid', 'they', 'lost', 'any', 'mental', 'awareness', 'reality', 'so', 'they', 'can', 'not', 'possibly', 'understand', 'what', 'adam', 'schiff', 'saying']","[('don', 'NN'), ('con', 'VBD'), ('his', 'PRP$'), ('followers', 'NNS'), ('so', 'RB'), ('confused', 'JJ'), ('and', 'CC'), ('imbibed', 'JJ'), ('with', 'IN'), ('his', 'PRP$'), ('koolaid', 'NN'), ('they', 'PRP'), ('lost', 'VBD'), ('any', 'DT'), ('mental', 'JJ'), ('awareness', 'NN'), ('reality', 'NN'), ('so', 'IN'), ('they', 'PRP'), ('can', 'MD'), ('not', 'RB'), ('possibly', 'RB'), ('understand', 'VB'), ('what', 'WP'), ('adam', 'VB'), ('schiff', 'NN'), ('saying', 'VBG')]","[('don', 'n'), ('con', 'v'), ('his', 'n'), ('followers', 'n'), ('so', 'r'), ('confused', 'a'), ('and', 'n'), ('imbibed', 'a'), ('with', 'n'), ('his', 'n'), ('koolaid', 'n'), ('they', 'n'), ('lost', 'v'), ('any', 'n'), ('mental', 'a'), ('awareness', 'n'), ('reality', 'n'), ('so', 'n'), ('they', 'n'), ('can', 'n'), ('not', 'r'), ('possibly', 'r'), ('understand', 'v'), ('what', 'n'), ('adam', 'v'), ('schiff', 'n'), ('saying', 'v')]","['don', 'con', 'his', 'follower', 'so', 'confused', 'and', 'imbibed', 'with', 'his', 'koolaid', 'they', 'lose', 'any', 'mental', 'awareness', 'reality', 'so', 'they', 'can', 'not', 'possibly', 'understand', 'what', 'adam', 'schiff', 'say']","['#', 'USER', '#', 'Don', 'the', 'Con', 'has', 'his', 'followers', 'so', 'confused', 'and', 'imbibed', 'with', 'his', 'koolaid', ',', 'they', 'have', 'lost', 'any', 'mental', 'awareness', 'of', 'reality', '.', 'So', 'they', 'can', 'not', 'possibly', 'understand', 'what', 'Adam', 'Schiff', 'is', 'saying', '!']"
72,#USER# You know I’m really starting to believe these Republicans are a comedy team. They’re so out of their minds that it’s become laughable. 😂😂😂,"['#USER#', 'You', 'know', 'I am', 'really', 'starting', 'to', 'believe', 'these', 'Republicans', 'are', 'a', 'comedy', 'team.', 'They are', 'so', 'out', 'of', 'their', 'minds', 'that', 'it is', 'become', 'laughable.', '😂😂😂']",#USER# You know I am really starting to believe these Republicans are a comedy team. They are so out of their minds that it is become laughable. 😂😂😂,"['#', 'user', '#', 'you', 'know', 'i', 'am', 'really', 'starting', 'to', 'believe', 'these', 'republicans', 'are', 'a', 'comedy', 'team', '.', 'they', 'are', 'so', 'out', 'of', 'their', 'minds', 'that', 'it', 'is', 'become', 'laughable', '.', '😂😂😂']","['user', 'you', 'know', 'i', 'am', 'really', 'starting', 'to', 'believe', 'these', 'republicans', 'are', 'a', 'comedy', 'team', 'they', 'are', 'so', 'out', 'of', 'their', 'minds', 'that', 'it', 'is', 'become', 'laughable', '😂😂😂']","['you', 'know', 'i', 'am', 'really', 'starting', 'to', 'believe', 'these', 'republicans', 'are', 'comedy', 'team', 'they', 'are', 'so', 'out', 'their', 'minds', 'that', 'become', 'laughable', '😂😂😂']","[('you', 'PRP'), ('know', 'VBP'), ('i', 'JJ'), ('am', 'VBP'), ('really', 'RB'), ('starting', 'VBG'), ('to', 'TO'), ('believe', 'VB'), ('these', 'DT'), ('republicans', 'NNS'), ('are', 'VBP'), ('comedy', 'JJ'), ('team', 'IN'), ('they', 'PRP'), ('are', 'VBP'), ('so', 'RB'), ('out', 'IN'), ('their', 'PRP$'), ('minds', 'NNS'), ('that', 'IN'), ('become', 'VBP'), ('laughable', 'JJ'), ('😂😂😂', 'NN')]","[('you', 'n'), ('know', 'v'), ('i', 'a'), ('am', 'v'), ('really', 'r'), ('starting', 'v'), ('to', 'n'), ('believe', 'v'), ('these', 'n'), ('republicans', 'n'), ('are', 'v'), ('comedy', 'a'), ('team', 'n'), ('they', 'n'), ('are', 'v'), ('so', 'r'), ('out', 'n'), ('their', 'n'), ('minds', 'n'), ('that', 'n'), ('become', 'v'), ('laughable', 'a'), ('😂😂😂', 'n')]","['you', 'know', 'i', 'be', 'really', 'start', 'to', 'believe', 'these', 'republican', 'be', 'comedy', 'team', 'they', 'be', 'so', 'out', 'their', 'mind', 'that', 'become', 'laughable', '😂😂😂']","['#', 'USER', '#', 'You', 'know', 'I', 'am', 'really', 'starting', 'to', 'believe', 'these', 'Republicans', 'are', 'a', 'comedy', 'team', '.', 'They', 'are', 'so', 'out', 'of', 'their', 'minds', 'that', 'it', 'is', 'become', 'laughable', '.', '😂😂😂']"
73,"#USER# I’m wondering why some knowledgeable journalist doesn’t ask these morons pertinent questions about Nazism, fascism and what they mean to them. They will have no clue! That would be hilarious to replay.","['#USER#', 'I am', 'wondering', 'why', 'some', 'knowledgeable', 'journalist', 'does not', 'ask', 'these', 'morons', 'pertinent', 'questions', 'about', 'Nazism,', 'fascism', 'and', 'what', 'they', 'mean', 'to', 'them.', 'They', 'will', 'have', 'no', 'clue!', 'That', 'would', 'be', 'hilarious', 'to', 'replay.']","#USER# I am wondering why some knowledgeable journalist does not ask these morons pertinent questions about Nazism, fascism and what they mean to them. They will have no clue! That would be hilarious to replay.","['#', 'user', '#', 'i', 'am', 'wondering', 'why', 'some', 'knowledgeable', 'journalist', 'does', 'not', 'ask', 'these', 'morons', 'pertinent', 'questions', 'about', 'nazism', ',', 'fascism', 'and', 'what', 'they', 'mean', 'to', 'them', '.', 'they', 'will', 'have', 'no', 'clue', '!', 'that', 'would', 'be', 'hilarious', 'to', 'replay', '.']","['user', 'i', 'am', 'wondering', 'why', 'some', 'knowledgeable', 'journalist', 'does', 'not', 'ask', 'these', 'morons', 'pertinent', 'questions', 'about', 'nazism', 'fascism', 'and', 'what', 'they', 'mean', 'to', 'them', 'they', 'will', 'have', 'no', 'clue', 'that', 'would', 'be', 'hilarious', 'to', 'replay']","['i', 'am', 'wondering', 'why', 'some', 'knowledgeable', 'journalist', 'does', 'not', 'ask', 'these', 'morons', 'pertinent', 'questions', 'about', 'nazism', 'fascism', 'and', 'what', 'they', 'mean', 'to', 'them', 'they', 'will', 'no', 'clue', 'that', 'would', 'be', 'hilarious', 'to', 'replay']","[('i', 'NN'), ('am', 'VBP'), ('wondering', 'VBG'), ('why', 'WRB'), ('some', 'DT'), ('knowledgeable', 'JJ'), ('journalist', 'NN'), ('does', 'VBZ'), ('not', 'RB'), ('ask', 'VB'), ('these', 'DT'), ('morons', 'NNS'), ('pertinent', 'VBP'), ('questions', 'NNS'), ('about', 'IN'), ('nazism', 'NN'), ('fascism', 'NN'), ('and', 'CC'), ('what', 'WP'), ('they', 'PRP'), ('mean', 'VBP'), ('to', 'TO'), ('them', 'PRP'), ('they', 'PRP'), ('will', 'MD'), ('no', 'DT'), ('clue', 'NN'), ('that', 'WDT'), ('would', 'MD'), ('be', 'VB'), ('hilarious', 'JJ'), ('to', 'TO'), ('replay', 'VB')]","[('i', 'n'), ('am', 'v'), ('wondering', 'v'), ('why', 'n'), ('some', 'n'), ('knowledgeable', 'a'), ('journalist', 'n'), ('does', 'v'), ('not', 'r'), ('ask', 'v'), ('these', 'n'), ('morons', 'n'), ('pertinent', 'v'), ('questions', 'n'), ('about', 'n'), ('nazism', 'n'), ('fascism', 'n'), ('and', 'n'), ('what', 'n'), ('they', 'n'), ('mean', 'v'), ('to', 'n'), ('them', 'n'), ('they', 'n'), ('will', 'n'), ('no', 'n'), ('clue', 'n'), ('that', 'n'), ('would', 'n'), ('be', 'v'), ('hilarious', 'a'), ('to', 'n'), ('replay', 'v')]","['i', 'be', 'wonder', 'why', 'some', 'knowledgeable', 'journalist', 'do', 'not', 'ask', 'these', 'moron', 'pertinent', 'question', 'about', 'nazism', 'fascism', 'and', 'what', 'they', 'mean', 'to', 'them', 'they', 'will', 'no', 'clue', 'that', 'would', 'be', 'hilarious', 'to', 'replay']","['#', 'USER', '#', 'I', 'am', 'wondering', 'why', 'some', 'knowledgeable', 'journalist', 'does', 'not', 'ask', 'these', 'morons', 'pertinent', 'questions', 'about', 'Nazism', ',', 'fascism', 'and', 'what', 'they', 'mean', 'to', 'them', '.', 'They', 'will', 'have', 'no', 'clue', '!', 'That', 'would', 'be', 'hilarious', 'to', 'replay', '.']"
74,#USER# I think those headphones have squeezed the last cell in his brain.,"['#USER#', 'I', 'think', 'those', 'headphones', 'have', 'squeezed', 'the', 'last', 'cell', 'in', 'his', 'brain.']",#USER# I think those headphones have squeezed the last cell in his brain.,"['#', 'user', '#', 'i', 'think', 'those', 'headphones', 'have', 'squeezed', 'the', 'last', 'cell', 'in', 'his', 'brain', '.']","['user', 'i', 'think', 'those', 'headphones', 'have', 'squeezed', 'the', 'last', 'cell', 'in', 'his', 'brain']","['i', 'think', 'those', 'headphones', 'squeezed', 'last', 'cell', 'in', 'his', 'brain']","[('i', 'JJ'), ('think', 'VBP'), ('those', 'DT'), ('headphones', 'NNS'), ('squeezed', 'VBN'), ('last', 'JJ'), ('cell', 'NN'), ('in', 'IN'), ('his', 'PRP$'), ('brain', 'NN')]","[('i', 'a'), ('think', 'v'), ('those', 'n'), ('headphones', 'n'), ('squeezed', 'v'), ('last', 'a'), ('cell', 'n'), ('in', 'n'), ('his', 'n'), ('brain', 'n')]","['i', 'think', 'those', 'headphone', 'squeeze', 'last', 'cell', 'in', 'his', 'brain']","['#', 'USER', '#', 'I', 'think', 'those', 'headphones', 'have', 'squeezed', 'the', 'last', 'cell', 'in', 'his', 'brain', '.']"
75,#USER# SNL...really? Elon Musk and Miley Cyrus? Zzzzzzz...,"['#USER#', 'SNL...really?', 'Elon', 'Musk', 'and', 'Miley', 'Cyrus?', 'Zzzzzzz...']",#USER# SNL...really? Elon Musk and Miley Cyrus? Zzzzzzz...,"['#', 'user', '#', 'snl', '...', 'really', '?', 'elon', 'musk', 'and', 'miley', 'cyrus', '?', 'zzzzzzz', '...']","['user', 'snl', '...', 'really', 'elon', 'musk', 'and', 'miley', 'cyrus', 'zzzzzzz', '...']","['snl', '...', 'really', 'elon', 'musk', 'and', 'miley', 'cyrus', 'zzzzzzz', '...']","[('snl', 'NN'), ('...', ':'), ('really', 'RB'), ('elon', 'VB'), ('musk', 'NN'), ('and', 'CC'), ('miley', 'NN'), ('cyrus', 'NN'), ('zzzzzzz', 'NN'), ('...', ':')]","[('snl', 'n'), ('...', 'n'), ('really', 'r'), ('elon', 'v'), ('musk', 'n'), ('and', 'n'), ('miley', 'n'), ('cyrus', 'n'), ('zzzzzzz', 'n'), ('...', 'n')]","['snl', '...', 'really', 'elon', 'musk', 'and', 'miley', 'cyrus', 'zzzzzzz', '...']","['#', 'USER', '#', 'SNL', '...', 'really', '?', 'Elon', 'Musk', 'and', 'Miley', 'Cyrus', '?', 'Zzzzzzz', '...']"
76,#USER# What a disgrace...he's a perfectly decent guy! NOT! #URL#,"['#USER#', 'What', 'a', 'disgrace...he is', 'a', 'perfectly', 'decent', 'guy!', 'NOT!', '#URL#']",#USER# What a disgrace...he is a perfectly decent guy! NOT! #URL#,"['#', 'user', '#', 'what', 'a', 'disgrace', '...', 'he', 'is', 'a', 'perfectly', 'decent', 'guy', '!', 'not', '!', '#', 'url', '#']","['user', 'what', 'a', 'disgrace', '...', 'he', 'is', 'a', 'perfectly', 'decent', 'guy', 'not', 'url']","['what', 'disgrace', '...', 'he', 'perfectly', 'decent', 'guy', 'not']","[('what', 'WP'), ('disgrace', 'NN'), ('...', ':'), ('he', 'PRP'), ('perfectly', 'RB'), ('decent', 'JJ'), ('guy', 'NN'), ('not', 'RB')]","[('what', 'n'), ('disgrace', 'n'), ('...', 'n'), ('he', 'n'), ('perfectly', 'r'), ('decent', 'a'), ('guy', 'n'), ('not', 'r')]","['what', 'disgrace', '...', 'he', 'perfectly', 'decent', 'guy', 'not']","['#', 'USER', '#', 'What', 'a', 'disgrace', '...', 'he', 'is', 'a', 'perfectly', 'decent', 'guy', '!', 'NOT', '!', '#', 'URL', '#']"
